지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
239,세종,2022-03-26,11,7,2357,14.6,514,,,,,,15.1,8.3,180,639,4.6,200,639,1.8,1536,180,8.7,68,1858,86.1,11.4,992.9,1013.3,2400,996.4,624,1003.6,12.4,0,,,,,,,,,8.4,4.9,10.7,2.2,,,,,,,,,,,,,,
239,세종,2022-03-27,7.6,2.5,523,14.6,1210,,,,,,,9,340,1532,5.7,340,1857,2.1,1827,320,-2.1,25,1910,55.5,5.6,1005.7,1022.5,2359,1013.3,1,1016.6,12.4,9.1,,,,,,,,,1.6,1.6,10.8,-3.2,,,,,,,,,,,,,,
239,세종,2022-03-28,7.2,-1.9,527,14.8,1512,,,,,,,5.6,320,1553,3.1,70,1234,1,906,290,-6.8,16,1514,40.9,3.7,1014.8,1027.7,849,1022.5,1,1025.9,12.4,10.4,,,,,,,,,1.9,0,12.1,-5.5,,,,,,,,,,,,,,
239,세종,2022-03-29,10,1.5,623,18.2,1554,,,,,,,5.6,90,1240,3.3,160,1248,1,852,320,-.5,24,1357,51.3,6,1013.6,1027.8,35,1021.7,1647,1024.5,12.5,10.5,,,,,,,,,0,0,14.8,-3.1,,,,,,,,,,,,,,
239,세종,2022-03-30,11.3,4.3,639,17.5,1402,,,,,,0,5.1,320,1503,3,320,1458,.9,804,320,7,49,1357,75.8,10.2,1009.9,1023.2,655,1017.3,1707,1020.7,12.5,1.9,,,,,,,,,7.9,6.8,12.1,-.2,,,,,,,,,,,,,,
239,세종,2022-03-31,10.9,8.4,2355,14.9,1551,,,,,,,7.1,320,1744,4.5,320,1752,1.6,1340,320,5.1,44,1530,69.1,8.9,1012.9,1027.4,2354,1020.7,3,1023.8,12.5,.2,,,,,,,,,9.6,6.5,13.1,5.1,,,,,,,,,,,,,,
239,세종,2022-04-01,9.2,3.9,616,15.5,1406,,,,,,,7.9,320,1843,4.4,340,1903,1.8,1531,70,-2.5,18,1354,47.8,5.2,1017.7,1030.8,905,1026.2,1732,1028.7,12.6,10.3,,,,,,,,,4.3,.9,15.4,-1,,,,,,,,,,,,,,
239,세종,2022-04-02,7.4,-.5,627,15.2,1544,,,,,,,7.5,320,1508,3.6,340,1509,1.2,1051,290,-5,15,1229,46.3,4.4,1016.7,1029.6,111,1024.5,1605,1027.8,12.6,10.5,,,,,,,,,.8,.5,14.1,-4.4,,,,,,,,,,,,,,
239,세종,2022-04-03,8.7,.1,556,17.2,1514,,,,,,,6.3,340,1702,4.3,320,1708,1.3,1122,320,-3.8,18,1241,46.3,4.7,1017,1029.7,933,1025.4,1623,1028,12.7,10.6,,,,,,,,,.3,0,15.3,-3.3,,,,,,,,,,,,,,
239,세종,2022-04-04,10,1.5,642,19,1601,,,,,,,6.2,320,1751,4.5,320,1753,1.3,1113,320,-3.8,13,1548,42.8,4.7,1016.9,1030.3,709,1025.1,1639,1027.9,12.7,10.6,,,,,,,,,.1,.1,16.3,-2.5,,,,,,,,,,,,,,
239,세종,2022-04-05,9.6,.3,612,18.2,1422,,,,,,,5.3,160,1646,2.9,20,1246,1,822,320,-4,20,1350,42.3,4.6,1011.8,1027,4,1019.4,1555,1022.7,12.8,6.8,,,,,,,,,7.1,.5,12.2,-2.6,,,,,,,,,,,,,,
239,세종,2022-04-06,11.7,4,635,20.3,1606,,,,,,,7.4,320,1622,5.3,340,1627,1.6,1345,340,-3.1,11,2200,39.8,5.2,1010.3,1023.6,711,1018.1,1812,1021.1,12.8,10.5,,,,,,,,,1.4,.5,14,-.4,,,,,,,,,,,,,,
239,세종,2022-04-07,10.7,5.2,329,18.3,1519,,.6,310,.8,258,.8,7.3,320,1338,3.4,290,1343,1.6,1364,290,-1.4,19,1,47.5,5.7,1007.9,1021.2,2400,1015.5,1525,1018.8,12.8,8.2,,,,,,,,,3.5,2,14.2,1.3,,,,,,,,,,,,,,
239,세종,2022-04-08,13.2,3,602,22.9,1548,,,,,,,5.9,290,1250,3.5,160,1700,1.2,1064,160,-2.9,18,1341,35.5,5,1008.5,1022.4,750,1016,1723,1019.2,12.9,10.9,,,,,,,,,0,0,15,-1.8,,,,,,,,,,,,,,
239,세종,2022-04-09,17.6,9.8,630,25.5,1413,,,,,,,7.1,180,1505,3.9,230,1506,1.5,1291,250,3,26,956,39,7.6,1004.9,1016.7,1,1013.1,1510,1015.4,12.9,10.7,,,,,,,,,1.5,.8,17.5,4.5,,,,,,,,,,,,,,
239,세종,2022-04-10,18.3,10.3,618,27.1,1537,,,,,,,5.4,200,1643,2.8,360,1318,1.1,937,250,3.3,13,1520,42.1,8,1005.8,1018.4,1002,1013.5,1613,1016.3,12.9,10.2,,,,,,,,,3.8,.6,18.9,3.8,,,,,,,,,,,,,,
239,세종,2022-04-11,19.9,12,620,27.4,1515,,,,,,,7,160,1352,3.5,140,1347,1.1,992,90,10.3,33,1411,56.9,12.6,1002.6,1016.5,1,1009.2,1721,1013,13,10.7,,,,,,,,,1.5,.8,20.9,6.7,,,,,,,,,,,,,,
239,세종,2022-04-12,20,14.6,624,27,1433,,,,,,,7.5,340,1201,4,320,1208,1.3,1129,320,13.5,29,1451,71,15.6,1000.3,1012.4,638,1007.9,1647,1010.7,13,9.7,,,,,,,,,5.8,2.3,21.2,9.4,,,,,,,,,,,,,,
239,세종,2022-04-13,12.9,8.7,2342,17.3,1,,1.1,1949,4.5,1939,19,5.8,90,1657,4.2,90,1641,2,1745,90,11.5,83,204,92,13.8,1003,1017.4,2327,1010.6,144,1013.7,13.1,0,,,,,,,,,9.5,5.6,15.1,8.9,,,,,,,,,,,,,,
239,세종,2022-04-14,10.3,8.4,750,14.2,1522,,.2,146,.5,719,1.8,5.9,360,1743,4,70,1357,2.5,2188,70,6.8,58,1524,80,9.9,1007,1020.1,2330,1016,1510,1017.9,13.1,1,,,,,,,,,9.3,4.8,13.1,8,,,,,,,,,,,,,,
239,세종,2022-04-15,11.9,6.4,554,18.9,1422,,,,,,,8.4,340,1500,5.5,340,1544,1.9,1652,320,2.3,26,1600,55.3,7.3,1006.6,1020.1,25,1014.2,1517,1017.4,13.1,11.1,,,,,,,,,3,.4,13.3,2.8,,,,,,,,,,,,,,
239,세종,2022-04-16,12.6,5.7,608,19.9,1447,,,,,,,7.8,340,1724,4.7,340,1619,1.5,1266,290,-.5,17,1905,45.9,6.2,1007,1020,813,1015.2,1631,1017.8,13.2,11.6,,,,,,,,,.6,.1,15.5,1.8,,,,,,,,,,,,,,
239,세종,2022-04-17,13,3.2,554,21.7,1450,,,,,,,6.4,340,1507,4.1,340,1625,1.3,1107,290,-.3,17,1536,45.1,6.1,1007.8,1020,838,1015.9,1753,1018.5,13.2,11.7,,,,,,,,,2.3,.6,15.9,-.3,,,,,,,,,,,,,,
239,세종,2022-04-18,14.3,8.1,445,22.3,1457,,,,,,,5.3,360,1316,3.2,360,1215,1.3,1112,320,.8,18,1515,46.1,6.7,1007.6,1020,36,1015.3,1540,1018.2,13.2,8.6,,,,,,,,,7.5,3,16.8,5.3,,,,,,,,,,,,,,
239,세종,2022-04-19,15,6.9,627,23.9,1517,,,,,,,7.2,290,1644,4.2,320,1606,1.4,1180,290,-.5,14,1520,38.6,6,1007,1019.4,58,1015.2,1610,1017.6,13.3,11.4,,,,,,,,,1.8,.9,17.4,2.7,,,,,,,,,,,,,,
239,세종,2022-04-20,14.8,6.1,609,23,1410,,,,,,0,7.5,140,1544,4.3,140,1552,1.3,,70,-.3,15,1723,43.5,6.2,1005.6,1018.7,23,1013.4,1559,1016.2,13.3,11.7,,,,,,,,,.1,0,18.7,2.3,,,,,,,,,,,,,,
239,세종,2022-04-21,14.3,6.8,555,21.4,1409,,,,,,,7,200,1246,3.7,180,1424,1.1,979,160,2.5,19,1108,51,7.5,1002.1,1016,3,1010.3,1714,1012.7,13.4,6.7,,,,,,,,,4.3,2,15.6,2.9,,,,,,,,,,,,,,
239,세종,2022-04-22,16.5,10.3,208,24.3,1331,,,,,,,8.9,250,1044,4.8,200,1137,1.9,1641,,10.2,41,1330,68.9,12.5,1000.6,1013,2308,1008.4,1522,1011.1,13.4,9.5,,,,,,,,,4.5,2.5,18.7,6.4,,,,,,,,,,,,,,
239,세종,2022-04-23,18,11.8,500,24.8,1621,,,,,,,4.7,320,145,2.7,360,1212,1.1,934,290,9.4,25,1636,62.3,11.9,1001.5,1015,744,1008.8,1618,1011.9,13.4,7.3,,,,,,,,,7.9,1.9,20.4,8,,,,,,,,,,,,,,
239,세종,2022-04-24,18.9,13.3,300,27.6,1544,,,,,,,5.7,320,1158,2.9,320,1215,1.2,1050,290,11.8,31,1502,67.9,13.9,1000.8,1013.1,2143,1008.1,1514,1011.2,13.5,8.8,,,,,,,,,3,2.1,21.9,9.4,,,,,,,,,,,,,,
239,세종,2022-04-25,19.6,14.9,4,26.2,1353,,.6,2304,1.8,2238,3,5.5,290,2125,3.9,290,2130,1.1,908,180,13.5,33,1526,71.4,15.6,1000.4,1014.1,720,1006,2338,1010.8,13.5,3.1,,,,,,,,,9.5,3.9,21.4,11.1,,,,,,,,,,,,,,
239,세종,2022-04-26,18.5,15.4,653,24.2,1444,,1.2,508,5.1,457,17,4.9,50,623,3.4,290,2246,1.4,1226,290,14.7,55,1446,80.6,16.8,993.1,1009.2,2400,1001,1435,1003.4,13.5,2.2,,,,,,,,,8.6,4.9,19.7,12.9,,,,,,,,,,,,,,
239,세종,2022-04-27,17,11.5,609,23.3,1612,,,,,,,5.5,320,522,3.8,320,202,1.5,1334,320,1.9,16,1613,38.6,7.1,1004.1,1018.3,2323,1009.2,1,1014.7,13.6,11.6,,,,,,,,,2.1,.3,19.2,6.3,,,,,,,,,,,,,,
239,세종,2022-04-28,17.2,9.2,420,25.5,1311,,,,,,,5.2,270,1611,3.3,290,1610,1.3,1139,290,6.8,32,1234,53.6,9.9,1005.2,1019.6,748,1012.9,1533,1015.8,13.6,,,,,,,,,,5.5,2.9,19.5,7.7,,,,,,,,,,,,,,
239,세종,2022-04-29,12.7,9.8,721,17,1,,1.1,215,3.7,345,12.1,6,110,58,4,90,40,2,1757,70,7.6,47,1,72.4,10.5,1005.4,1020.3,2319,1013,459,1016.1,13.6,1.6,,,,,,,,,7.1,3.9,15.7,10.4,,,,,,,,,,,,,,
239,세종,2022-04-30,12.9,9,449,18.1,1528,,,,,,,5.5,290,1707,3,290,1716,1.5,1253,290,7,49,1322,68.3,10,1007.1,1020.6,640,1014.7,1814,1017.9,13.7,4.3,,,,,,,,,8.1,5.1,15.4,6,,,,,,,,,,,,,,
239,세종,2022-05-01,12.8,5.7,541,19.6,1411,,,,,,,8.1,290,1421,4.2,290,1446,1.8,1513,290,1.8,19,1639,54.4,7.2,1003.4,1017.3,40,1012.1,1557,1014.1,13.7,12.1,,,,,,,,,1.5,.9,17.2,3.5,,,,,,,,,,,,,,
239,세종,2022-05-02,13,6.8,546,19.9,1142,,,,,,,8.9,320,1731,6,340,1714,1.8,1512,320,2.6,19,1636,54.8,7.6,1003.4,1017.8,2329,1011.8,1556,1014.1,13.7,10.6,,,,,,,,,2.5,.6,16.6,4.4,,,,,,,,,,,,,,
239,세종,2022-05-03,13.4,4.3,615,20.7,1441,,,,,,,7.7,200,1423,4.1,160,1412,1.2,1063,180,.6,23,1657,46.8,6.5,1008.7,1021,811,1017.8,1,1019.4,13.8,,,,,,,,,,.4,0,17.5,2,,,,,,,,,,,,,,
239,세종,2022-05-04,16.5,7,522,25.4,1449,,,,,,,5.5,250,1425,3.5,230,1104,1.2,1065,200,2.5,23,1054,42.3,7.4,1008.9,1020.9,710,1017.2,1607,1019.5,13.8,12.1,,,,,,,,,0,0,19.4,4,,,,,,,,,,,,,,
239,세종,2022-05-05,18,8.4,526,25.9,1444,,,,,,,4.6,270,1303,2.6,270,1240,1,906,290,5.9,25,1302,49.1,9.4,1008.2,1021,735,1015.7,1723,1018.7,13.8,12.1,,,,,,,,,0,0,21.2,4.8,,,,,,,,,,,,,,
239,세종,2022-05-06,19,11.3,532,26.7,1521,,,,,,,5.7,20,1303,3.6,320,1904,1.2,1037,320,10.9,35,1331,62.9,13.1,1005.9,1018.3,8,1013.7,1710,1016.4,13.9,10,,,,,,,,,4.1,1.8,22.7,8.1,,,,,,,,,,,,,,
239,세종,2022-05-07,16.9,12.1,2349,23.2,1519,,,,,,,7.8,320,1150,5.5,340,1603,1.9,1684,320,7,25,1756,57.6,10.7,1006.9,1019.7,2320,1015.7,1521,1017.4,13.9,8,,,,,,,,,5.8,3.6,21.9,7.6,,,,,,,,,,,,,,
239,세종,2022-05-08,16.5,11,2347,23,1354,,.4,2315,.8,2309,.7,6.9,70,2232,4.7,320,1657,2.1,1819,90,5,32,1355,48.5,8.7,1007.6,1021.1,751,1015.4,1611,1018.2,13.9,7,,,,,,,,,8.6,4.5,21.1,7.3,,,,,,,,,,,,,,
239,세종,2022-05-09,16.3,10.4,146,22.8,1442,,.5,54,2,39,3.7,6.5,90,1552,4,90,1458,1.8,1564,50,6.5,29,1444,56.9,9.8,1007.4,1019.7,856,1015.9,1539,1018,14,8.8,,,,,,,,,5.8,2.6,20.3,9.1,,,,,,,,,,,,,,
239,세종,2022-05-10,18.1,10.8,544,25.5,1642,,,,,,,7.2,90,1145,4.7,70,1144,1.4,1188,90,2.1,16,1323,38.3,7.2,1005.6,1018.9,745,1013,1658,1016.1,14,10.7,,,,,,,,,5.8,3.9,21.9,8.2,,,,,,,,,,,,,,
239,세종,2022-05-11,18.7,13.2,355,24.6,1610,,,,,,,4.7,320,1317,3.2,320,1839,1.1,960,320,7.5,37,1242,48.8,10.4,1004.6,1016.5,716,1013,1624,1015,14,5.3,,,,,,,,,8.4,5.6,22.7,10.6,,,,,,,,,,,,,,
239,세종,2022-05-12,19.9,13.7,557,27.5,1453,,,,,,,4.4,340,17,2.9,340,24,1.1,930,290,10.3,38,1432,55.3,12.6,1000.4,1015.4,7,1007.7,1759,1010.8,14,5.7,,,,,,,,,8.1,3.1,24.5,12.3,,,,,,,,,,,,,,
239,세종,2022-05-13,17.6,14.9,535,21.3,1656,,,,,,,4.6,290,2236,2.9,320,1745,1.3,1103,290,9.4,39,1837,59.6,11.9,997.6,1009.8,2345,1005.9,1631,1008,14.1,1.3,,,,,,,,,7.1,3,20.4,10.9,,,,,,,,,,,,,,
239,세종,2022-05-14,14.9,8.7,520,21.2,1212,,,,,,,9.1,340,1404,4.7,320,1404,1.8,1594,290,-.1,18,1642,39.3,6.2,1002.5,1016.8,2312,1009.7,7,1013.1,14.1,11.6,,,,,,,,,4.6,2.8,20.8,4.5,,,,,,,,,,,,,,
239,세종,2022-05-15,14.5,7.9,531,20.9,1401,,,,,,,8,340,1115,4.6,340,1118,1.8,1587,340,-.8,17,1549,38.5,5.9,1003.9,1017,8,1011.9,1703,1014.5,14.1,11.7,,,,,,,,,2,.5,21.4,5,,,,,,,,,,,,,,
239,세종,2022-05-16,15.7,6.6,533,23.8,1447,,,,,,,6.5,140,1255,3.8,160,1303,1.2,1079,180,1.8,24,1448,41.5,7,1001.9,1014.7,10,1009.7,1536,1012.5,14.2,12.6,,,,,,,,,0,0,21.3,2.5,,,,,,,,,,,,,,
239,세종,2022-05-17,19.2,10.2,535,26.9,1421,,,,,,,6.9,160,1250,3.7,160,1352,1.5,1278,180,6.9,24,1624,47.5,10,1003.3,1015.7,2351,1011.8,1546,1013.7,14.2,12.5,,,,,,,,,0,0,23.1,5.9,,,,,,,,,,,,,,
239,세종,2022-05-18,20.8,13.4,456,26.9,1517,,,,,,,7.4,160,1333,4.9,160,1422,2.1,1802,180,5.6,21,1438,41.1,9.2,1006.2,1017.9,2227,1014.7,1553,1016.6,14.2,11.9,,,,,,,,,1.8,.3,23.7,9.5,,,,,,,,,,,,,,
239,세종,2022-05-19,19.7,16,2356,24.3,1605,,,,,,,7.2,200,952,3.3,200,959,1.6,1381,200,2.2,18,1652,31.9,7.2,1006.7,1018.1,1021,1016,1644,1017.1,14.2,3.6,,,,,,,,,7.8,2,21.2,12.4,,,,,,,,,,,,,,
239,세종,2022-05-20,19.6,13,458,27.1,1600,,,,,,,4.6,20,1210,2.6,140,1121,1.2,1025,290,8.6,26,1618,50.9,11.3,1003.2,1016.9,21,1010.4,1806,1013.6,14.3,10.4,,,,,,,,,4.3,1,24.3,11,,,,,,,,,,,,,,
239,세종,2022-05-21,19.6,13.5,523,26.8,1437,,,,,,,6.1,320,1508,4,320,1509,1.3,1154,290,12.2,39,1357,65.6,14.2,999.3,1012.4,1,1006.8,1807,1009.6,14.3,12.1,,,,,,,,,1.8,.9,25.1,11.2,,,,,,,,,,,,,,
239,세종,2022-05-22,20.2,14,547,28,1447,,,,,,,6.2,290,1538,3.3,180,1604,1.4,1249,200,13.8,45,1407,69.3,15.8,997.9,1010.1,2313,1006.1,1457,1008.2,14.3,12.5,,,,,,,,,1.3,.9,25.8,12,,,,,,,,,,,,,,
239,세종,2022-05-23,21.8,15.4,537,29.8,1443,,,,,,,5.1,250,1159,2.8,180,1715,1.1,971,180,14.4,42,1444,65.3,16.4,1002,1015.6,2352,1010.1,1,1012.3,14.3,11.8,,,,,,,,,4.5,1.4,26.8,13.3,,,,,,,,,,,,,,
239,세종,2022-05-24,21.9,13.7,528,30,1535,,,,,,,5.8,340,1240,3.8,320,1846,1.6,1368,340,10.4,24,1502,53.5,12.7,1003.6,1016.8,744,1011,1707,1013.9,14.4,12.9,,,,,,,,,0,0,27.1,10.5,,,,,,,,,,,,,,
239,세종,2022-05-25,21,14.3,500,28.4,1302,,,,,,,5.4,290,1837,3.5,320,1839,1.3,1135,290,11.6,36,1303,57.3,13.7,998.6,1012.7,41,1005.5,1626,1008.9,14.4,10.1,,,,,,,,,4.8,2,26.3,11.5,,,,,,,,,,,,,,
239,세종,2022-05-26,18.5,12.2,531,25.1,1559,,2.4,21,4.9,12,5,5.3,290,111,3,320,109,1.5,1318,290,8.5,22,1719,57.1,11.3,994.7,1007.4,644,1002.4,1724,1005.1,14.4,12.8,,,,,,,,,1.5,.1,24,12,,,,,,,,,,,,,,
239,세종,2022-05-27,20.4,15.4,18,26.6,1405,,,,,,,9.6,320,1501,5.5,340,1525,2.2,1893,290,9.6,29,1442,52.4,12,991.7,1005.2,2306,1000.4,1354,1001.9,14.4,12.2,,,,,,,,,1.8,.1,25.5,12.3,,,,,,,,,,,,,,
239,세종,2022-05-28,22.1,14.5,230,29.1,1519,,,,,,,6,230,1438,3.2,250,1516,1.4,1192,200,8.3,19,1546,47,11.4,995.8,1008,2329,1004.1,123,1006,14.4,12.8,,,,,,,,,3.9,.5,26.1,12.7,,,,,,,,,,,,,,
239,세종,2022-05-29,22.5,15.3,502,29.2,1608,,,,,,,4.6,320,1616,2.8,320,2005,1.2,1009,290,12.2,31,1517,54.8,14.3,994.7,1007.7,221,1001.7,1716,1005,14.5,12.6,,,,,,,,,4.5,1.5,29.2,12.2,,,,,,,,,,,,,,
239,세종,2022-05-30,20.7,17.4,2356,26,1338,,,,,,,6.2,340,2306,3.8,320,2313,1.5,1325,320,13.5,51,1339,64,15.6,992.3,1005.6,2356,1000.4,1453,1002.5,14.5,.7,,,,,,,,,7,5.5,24.8,13.1,,,,,,,,,,,,,,
239,세종,2022-05-31,19.8,11.2,528,27.7,1605,,,,,,,5.5,140,1424,3.5,160,1404,1.3,1132,200,5.8,21,1812,43.6,9.3,997.8,1009.7,2319,1005.6,4,1008.2,14.5,12.6,,,,,,,,,1.8,.5,26.8,7.5,,,,,,,,,,,,,,
239,세종,2022-06-01,22,13.8,547,30.3,1529,,,,,,,5.7,160,1312,3.6,340,532,1.6,1380,320,4.5,12,1543,36,8.5,996,1010,608,1002.7,1633,1006.2,14.5,13.1,,,,,,,,,1.1,.6,28.4,11.1,,,,,,,,,,,,,,
239,세종,2022-06-02,21,12.6,408,29.1,1417,,,,,,,5.8,110,1627,3.3,160,1525,1.3,1136,290,12.6,37,1229,60.8,14.7,997.3,1009.6,2357,1005.9,1523,1007.6,14.5,13,,,,,,,,,.1,0,28.8,10.2,,,,,,,,,,,,,,
239,세종,2022-06-03,23.8,17.3,317,31.6,1335,,,,,,,4.5,320,1526,2.8,320,1542,1.2,998,290,14.9,28,1428,61.8,17,999.2,1011.5,2344,1007.4,1627,1009.4,14.6,9.9,,,,,,,,,3.3,1.9,30.6,15.3,,,,,,,,,,,,,,
239,세종,2022-06-04,24.4,19,521,30.3,1445,,,,,,,4.6,110,856,3,90,1759,1.9,1610,90,13.3,38,1445,50.9,15.3,999.4,1012.5,340,1006.5,2339,1009.6,14.6,8.3,,,,,,,,,7.4,3.3,30,16.8,,,,,,,,,,,,,,
239,세종,2022-06-05,18.6,16.6,1701,23.7,16,,.5,1403,1.7,1403,4,5.3,290,1934,3.7,340,1940,2,1700,90,13.8,45,150,75.5,15.9,992.6,1007,1,999.9,1921,1003,14.6,0,,,,,,,,,9.5,3.3,20.8,16.2,,,,,,,,,,,,,,
239,세종,2022-06-06,18.9,16.1,100,23,1633,,.4,1101,.4,1011,1.1,5.9,360,1729,3.6,90,1819,1.5,1298,50,14.4,56,1653,76.5,16.5,990.8,1005.3,2329,998.5,403,1001.1,14.6,4.2,,,,,,,,,6,3.4,22.3,14.3,,,,,,,,,,,,,,
239,세종,2022-06-07,17,14.1,538,20.9,1205,,.2,,.4,1511,.4,5.1,50,9,3,160,1309,1.6,1349,90,12.4,57,857,75.6,14.5,997.3,1010.5,2300,1005.1,17,1007.7,14.6,1.9,,,,,,,,,5.5,,19.2,11.7,,,,,,,,,,,,,,
239,세종,2022-06-08,19.9,14.5,535,26,1536,,,,,,,3.9,90,743,2.8,320,2129,1.5,1308,90,12.8,37,1540,66,14.8,1001.1,1013.1,2239,1009.4,1557,1011.5,14.6,5.8,,,,,,,,,5.9,4.8,26.2,12.6,,,,,,,,,,,,,,
239,세종,2022-06-09,21.1,17.2,401,27.2,1359,,0,,0,,0,5.1,320,1528,3.4,320,1534,1.3,1114,290,14.7,44,1400,68.4,16.8,1002.7,1014.5,832,1011.2,1638,1013,14.6,5.4,,,,,,,,,6.5,4,26.1,16.6,,,,,,,,,,,,,,
239,세종,2022-06-10,22.9,16.4,434,29.1,1359,,,,,,,8.6,340,1951,5.1,340,1959,1.3,1145,320,14.9,41,1321,63.3,17,1003,1014.5,622,1011.7,1736,1013.3,14.6,8.2,,,,,,,,,5.9,3.1,28.7,14.8,,,,,,,,,,,,,,
239,세종,2022-06-11,23.8,17.5,518,30.8,1351,,,,,,,5.5,360,1205,4.4,70,1845,1.7,1496,90,13.5,27,1341,55.4,15.6,1001.5,1013.9,1,1008.6,1655,1011.7,14.6,9.4,,,,,,,,,5.5,4.5,31.8,14.5,,,,,,,,,,,,,,
239,세종,2022-06-12,23.7,18.3,443,29.5,1621,,,,,,,4.8,50,926,3.2,70,739,1.6,1349,90,14.3,40,1623,57.8,16.4,1001.9,1013.9,659,1009.7,1716,1012.1,14.7,9,,,,,,,,,7.1,3,32,14.3,,,,,,,,,,,,,,
239,세종,2022-06-13,22.9,19.3,349,27.4,1545,,,,,,,7.3,50,1551,4.6,90,1912,3,2571,90,12.5,37,1723,54.1,14.7,998.9,1012.1,1,1006.4,1611,1009.2,14.7,10.5,,,,,,,,,7.8,3.4,32.3,17,,,,,,,,,,,,,,
239,세종,2022-06-14,18.1,15.7,2348,21.7,1053,,.7,1259,1.1,1225,2.3,7.6,140,1219,5.4,90,1138,3.1,2677,90,12.6,55,1142,71.8,14.6,998.4,1010,40,1007.6,2358,1008.7,14.7,.4,,,,,,,,,7.6,2.5,20.4,15.8,,,,,,,,,,,,,,
239,세종,2022-06-15,19,14.9,348,25.4,1553,,2.8,334,8.9,250,20.3,5.9,160,1747,2.9,200,1753,1.3,1112,90,15.6,58,1515,82.3,17.8,996.1,1007.6,1,1005,1557,1006.4,14.7,3.6,,,,,,,,,7.4,5.1,21.9,14.8,,,,,,,,,,,,,,
239,세종,2022-06-16,20.8,17.5,515,26.4,1527,,,,,,,4.2,160,1305,2.4,320,941,1.2,1029,290,13.8,45,1528,65.8,15.8,997.9,1009.7,846,1006.7,1757,1008.2,14.7,6.5,,,,,,,,,4.3,3.4,22.8,15.4,,,,,,,,,,,,,,
239,세종,2022-06-17,22.3,16.1,443,27.5,1529,,,,,,,3.6,320,1531,2.2,320,923,.8,679,320,17.2,56,1530,73.6,19.7,997.9,1010.2,936,1005.7,1718,1008.1,14.7,5,,,,,,,,,6.6,4.5,24.4,14.4,,,,,,,,,,,,,,
239,세종,2022-06-18,23.9,20.8,527,28.2,1650,,,,,,,5.3,180,854,2.6,160,855,1,849,200,18.8,54,1650,74,21.7,997.3,1009.2,2248,1005.8,1616,1007.5,14.7,3.9,,,,,,,,,6,5.1,26.4,19.1,,,,,,,,,,,,,,
239,세종,2022-06-19,24.3,20.3,413,28.4,1533,,,,,,,3.9,320,2137,2.5,320,2145,.9,808,320,19.1,59,1506,74,22.1,997.4,1009.1,1,1005.5,1734,1007.5,14.7,.9,,,,,,,,,5.9,4.1,30.1,18.9,,,,,,,,,,,,,,
239,세종,2022-06-20,26.1,21.2,500,32.3,1517,,,,,,,5,320,1944,3.7,340,1952,1.3,1125,270,19.5,47,1510,68.9,22.6,994.2,1007.1,22,1001.7,1746,1004.3,14.7,7.1,,,,,,,,,4,2.6,34.3,19.6,,,,,,,,,,,,,,
239,세종,2022-06-21,27,20.6,515,35.1,1634,,,,,,,5.5,340,1813,3.9,340,1731,1.4,1217,320,19.2,35,1552,65.1,22.3,993.4,1006.4,2337,1001.1,1444,1003.5,14.7,12.4,,,,,,,,,1.3,.4,37.7,19.2,,,,,,,,,,,,,,
239,세종,2022-06-22,26.3,21.4,226,33.2,1416,,,,,,,5,320,1327,3,290,1331,1.1,982,180,18.7,35,1605,65.8,21.5,997,1008.7,802,1005.6,1643,1007.1,14.7,11.3,,,,,,,,,3.3,1.8,35.6,19.6,,,,,,,,,,,,,,
239,세종,2022-06-23,24.2,20.7,454,30.2,934,,2.5,1127,7,1942,18.2,7.3,200,1730,3.6,180,1824,1.6,1343,160,21.9,60,935,87.6,26.4,990.8,1006.7,1,996.4,2359,1000.9,14.7,1.5,,,,,,,,,8.8,4.3,27.7,19.3,,,,,,,,,,,,,,
