지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
239,세종,2022-03-16,10.5,2.1,610.0,18.3,1501.0,,,,,,,5.4,340,1730,4.0,340,1732,1.3,1152.0,320.0,1.9,29.0,1248.0,59.6,7.0,1005.6,1019.4,2245,1014.0,337.0,1016.5,12.0,8.4,,,,,,,,,4.4,2.4,12.8,-1.0,,,,,,,,,,,,,,
239,세종,2022-03-17,8.7,6.1,2348.0,10.9,20.0,,,,,,6.7,6.3,90,1957,4.5,70,2128,2.0,1740.0,70.0,5.1,56.0,21.0,78.6,8.8,1008.1,1020.9,930,1016.6,2400.0,1019.0,12.0,0.0,,,,,,,,,10.0,5.4,8.8,5.4,,,,,,,,,,,,,,
239,세종,2022-03-18,6.7,5.1,2246.0,9.4,1513.0,,,,,,3.5,8.1,70,1042,5.5,70,1048,2.9,2539.0,90.0,1.8,57.0,1257.0,71.9,7.0,999.7,1016.6,1,1008.2,1925.0,1010.6,12.0,0.0,,,,,,,,,9.4,5.8,8.0,4.0,,,,,,,,,,,,,,
239,세종,2022-03-19,3.7,1.9,518.0,7.6,1346.0,,,,,,8.6,5.9,290,1531,3.5,290,1535,1.5,1254.0,290.0,0.9,60.0,1412.0,82.9,6.5,998.7,1016.0,2349,1005.1,602.0,1009.8,12.1,0.9,,,,,,,,,9.8,5.8,5.6,-1.0,,,,,,,,,,,,,,
239,세종,2022-03-20,5.0,1.3,2356.0,10.5,1507.0,,,,,,,4.6,290,1536,2.8,290,1542,1.2,1059.0,290.0,-1.0,41.0,1446.0,67.1,5.7,1008.4,1023.4,2346,1016.0,1.0,1019.5,12.1,2.2,,,,,,,,,8.4,4.9,8.3,-2.9,,,,,,,,,,,,,,
239,세종,2022-03-21,5.0,-1.3,700.0,11.7,1534.0,,,,,,,5.6,340,1739,4.1,340,1802,1.2,1076.0,320.0,-6.7,21.0,1535.0,47.1,3.8,1012.6,1026.3,720,1021.3,1801.0,1023.7,12.2,8.0,,,,,,,,,7.6,3.4,7.9,-5.1,,,,,,,,,,,,,,
239,세종,2022-03-22,7.0,1.0,654.0,12.8,1600.0,,,,,,,5.7,20,1526,3.4,20,1529,1.4,1203.0,320.0,-6.1,16.0,1535.0,41.5,4.0,1010.9,1024.3,831,1018.8,1748.0,1021.9,12.2,9.6,,,,,,,,,3.6,0.6,10.5,-3.9,,,,,,,,,,,,,,
239,세종,2022-03-23,5.0,1.6,326.0,8.7,1311.0,,,,,,,5.8,340,1240,3.6,320,1240,1.0,847.0,290.0,-2.3,39.0,1257.0,60.3,5.2,1007.7,1021.2,6,1016.8,1718.0,1018.8,12.2,0.5,,,,,,,,,7.0,3.3,5.1,-1.8,,,,,,,,,,,,,,
239,세종,2022-03-24,8.2,0.0,642.0,15.3,1505.0,,,,,,,5.8,160,1455,3.2,160,1456,1.1,927.0,160.0,1.0,41.0,1504.0,62.4,6.6,1009.1,1022.2,2230,1018.3,1729.0,1020.0,12.3,6.1,,,,,,,,,6.0,2.8,9.7,-3.9,,,,,,,,,,,,,,
239,세종,2022-03-25,11.9,5.1,552.0,18.7,1538.0,,,,,,11.2,5.1,70,1721,3.6,70,1721,1.2,1044.0,90.0,5.0,32.0,1656.0,67.4,9.0,1004.3,1022.0,235,1003.6,2359.0,1015.1,12.3,1.9,,,,,,,,,7.6,1.9,12.5,0.9,,,,,,,,,,,,,,
239,세종,2022-03-26,11.0,7.0,2357.0,14.6,514.0,,,,,,15.1,8.3,180,639,4.6,200,639,1.8,1536.0,180.0,8.7,68.0,1858.0,86.1,11.4,992.9,1013.3,2400,996.4,624.0,1003.6,12.4,0.0,,,,,,,,,8.4,4.9,10.7,2.2,,,,,,,,,,,,,,
239,세종,2022-03-27,7.6,2.5,523.0,14.6,1210.0,,,,,,,9.0,340,1532,5.7,340,1857,2.1,1827.0,320.0,-2.1,25.0,1910.0,55.5,5.6,1005.7,1022.5,2359,1013.3,1.0,1016.6,12.4,9.1,,,,,,,,,1.6,1.6,10.8,-3.2,,,,,,,,,,,,,,
239,세종,2022-03-28,7.2,-1.9,527.0,14.8,1512.0,,,,,,,5.6,320,1553,3.1,70,1234,1.0,906.0,290.0,-6.8,16.0,1514.0,40.9,3.7,1014.8,1027.7,849,1022.5,1.0,1025.9,12.4,10.4,,,,,,,,,1.9,0.0,12.1,-5.5,,,,,,,,,,,,,,
239,세종,2022-03-29,10.0,1.5,623.0,18.2,1554.0,,,,,,,5.6,90,1240,3.3,160,1248,1.0,852.0,320.0,-0.5,24.0,1357.0,51.3,6.0,1013.6,1027.8,35,1021.7,1647.0,1024.5,12.5,10.5,,,,,,,,,0.0,0.0,14.8,-3.1,,,,,,,,,,,,,,
239,세종,2022-03-30,11.3,4.3,639.0,17.5,1402.0,,,,,,0.0,5.1,320,1503,3.0,320,1458,0.9,804.0,320.0,7.0,49.0,1357.0,75.8,10.2,1009.9,1023.2,655,1017.3,1707.0,1020.7,12.5,1.9,,,,,,,,,7.9,6.8,12.1,-0.2,,,,,,,,,,,,,,
239,세종,2022-03-31,10.9,8.4,2355.0,14.9,1551.0,,,,,,,7.1,320,1744,4.5,320,1752,1.6,1340.0,320.0,5.1,44.0,1530.0,69.1,8.9,1012.9,1027.4,2354,1020.7,3.0,1023.8,12.5,0.2,,,,,,,,,9.6,6.5,13.1,5.1,,,,,,,,,,,,,,
239,세종,2022-04-01,9.2,3.9,616.0,15.5,1406.0,,,,,,,7.9,320,1843,4.4,340,1903,1.8,1531.0,70.0,-2.5,18.0,1354.0,47.8,5.2,1017.7,1030.8,905,1026.2,1732.0,1028.7,12.6,10.3,,,,,,,,,4.3,0.9,15.4,-1.0,,,,,,,,,,,,,,
239,세종,2022-04-02,7.4,-0.5,627.0,15.2,1544.0,,,,,,,7.5,320,1508,3.6,340,1509,1.2,1051.0,290.0,-5.0,15.0,1229.0,46.3,4.4,1016.7,1029.6,111,1024.5,1605.0,1027.8,12.6,10.5,,,,,,,,,0.8,0.5,14.1,-4.4,,,,,,,,,,,,,,
239,세종,2022-04-03,8.7,0.1,556.0,17.2,1514.0,,,,,,,6.3,340,1702,4.3,320,1708,1.3,1122.0,320.0,-3.8,18.0,1241.0,46.3,4.7,1017.0,1029.7,933,1025.4,1623.0,1028.0,12.7,10.6,,,,,,,,,0.3,0.0,15.3,-3.3,,,,,,,,,,,,,,
239,세종,2022-04-04,10.0,1.5,642.0,19.0,1601.0,,,,,,,6.2,320,1751,4.5,320,1753,1.3,1113.0,320.0,-3.8,13.0,1548.0,42.8,4.7,1016.9,1030.3,709,1025.1,1639.0,1027.9,12.7,10.6,,,,,,,,,0.1,0.1,16.3,-2.5,,,,,,,,,,,,,,
239,세종,2022-04-05,9.6,0.3,612.0,18.2,1422.0,,,,,,,5.3,160,1646,2.9,20,1246,1.0,822.0,320.0,-4.0,20.0,1350.0,42.3,4.6,1011.8,1027.0,4,1019.4,1555.0,1022.7,12.8,6.8,,,,,,,,,7.1,0.5,12.2,-2.6,,,,,,,,,,,,,,
239,세종,2022-04-06,11.7,4.0,635.0,20.3,1606.0,,,,,,,7.4,320,1622,5.3,340,1627,1.6,1345.0,340.0,-3.1,11.0,2200.0,39.8,5.2,1010.3,1023.6,711,1018.1,1812.0,1021.1,12.8,10.5,,,,,,,,,1.4,0.5,14.0,-0.4,,,,,,,,,,,,,,
239,세종,2022-04-07,10.7,5.2,329.0,18.3,1519.0,,0.6,310.0,0.8,258.0,0.8,7.3,320,1338,3.4,290,1343,1.6,1364.0,290.0,-1.4,19.0,1.0,47.5,5.7,1007.9,1021.2,2400,1015.5,1525.0,1018.8,12.8,8.2,,,,,,,,,3.5,2.0,14.2,1.3,,,,,,,,,,,,,,
239,세종,2022-04-08,13.2,3.0,602.0,22.9,1548.0,,,,,,,5.9,290,1250,3.5,160,1700,1.2,1064.0,160.0,-2.9,18.0,1341.0,35.5,5.0,1008.5,1022.4,750,1016.0,1723.0,1019.2,12.9,10.9,,,,,,,,,0.0,0.0,15.0,-1.8,,,,,,,,,,,,,,
239,세종,2022-04-09,17.6,9.8,630.0,25.5,1413.0,,,,,,,7.1,180,1505,3.9,230,1506,1.5,1291.0,250.0,3.0,26.0,956.0,39.0,7.6,1004.9,1016.7,1,1013.1,1510.0,1015.4,12.9,10.7,,,,,,,,,1.5,0.8,17.5,4.5,,,,,,,,,,,,,,
239,세종,2022-04-10,18.3,10.3,618.0,27.1,1537.0,,,,,,,5.4,200,1643,2.8,360,1318,1.1,937.0,250.0,3.3,13.0,1520.0,42.1,8.0,1005.8,1018.4,1002,1013.5,1613.0,1016.3,12.9,10.2,,,,,,,,,3.8,0.6,18.9,3.8,,,,,,,,,,,,,,
239,세종,2022-04-11,19.9,12.0,620.0,27.4,1515.0,,,,,,,7.0,160,1352,3.5,140,1347,1.1,992.0,90.0,10.3,33.0,1411.0,56.9,12.6,1002.6,1016.5,1,1009.2,1721.0,1013.0,13.0,10.7,,,,,,,,,1.5,0.8,20.9,6.7,,,,,,,,,,,,,,
239,세종,2022-04-12,20.0,14.6,624.0,27.0,1433.0,,,,,,,7.5,340,1201,4.0,320,1208,1.3,1129.0,320.0,13.5,29.0,1451.0,71.0,15.6,1000.3,1012.4,638,1007.9,1647.0,1010.7,13.0,9.7,,,,,,,,,5.8,2.3,21.2,9.4,,,,,,,,,,,,,,
239,세종,2022-04-13,12.9,8.7,2342.0,17.3,1.0,,1.1,1949.0,4.5,1939.0,19.0,5.8,90,1657,4.2,90,1641,2.0,1745.0,90.0,11.5,83.0,204.0,92.0,13.8,1003.0,1017.4,2327,1010.6,144.0,1013.7,13.1,0.0,,,,,,,,,9.5,5.6,15.1,8.9,,,,,,,,,,,,,,
239,세종,2022-04-14,10.3,8.4,750.0,14.2,1522.0,,0.2,146.0,0.5,719.0,1.8,5.9,360,1743,4.0,70,1357,2.5,2188.0,70.0,6.8,58.0,1524.0,80.0,9.9,1007.0,1020.1,2330,1016.0,1510.0,1017.9,13.1,1.0,,,,,,,,,9.3,4.8,13.1,8.0,,,,,,,,,,,,,,
239,세종,2022-04-15,11.9,6.4,554.0,18.9,1422.0,,,,,,,8.4,340,1500,5.5,340,1544,1.9,1652.0,320.0,2.3,26.0,1600.0,55.3,7.3,1006.6,1020.1,25,1014.2,1517.0,1017.4,13.1,11.1,,,,,,,,,3.0,0.4,13.3,2.8,,,,,,,,,,,,,,
239,세종,2022-04-16,12.6,5.7,608.0,19.9,1447.0,,,,,,,7.8,340,1724,4.7,340,1619,1.5,1266.0,290.0,-0.5,17.0,1905.0,45.9,6.2,1007.0,1020.0,813,1015.2,1631.0,1017.8,13.2,11.6,,,,,,,,,0.6,0.1,15.5,1.8,,,,,,,,,,,,,,
239,세종,2022-04-17,13.0,3.2,554.0,21.7,1450.0,,,,,,,6.4,340,1507,4.1,340,1625,1.3,1107.0,290.0,-0.3,17.0,1536.0,45.1,6.1,1007.8,1020.0,838,1015.9,1753.0,1018.5,13.2,11.7,,,,,,,,,2.3,0.6,15.9,-0.3,,,,,,,,,,,,,,
239,세종,2022-04-18,14.3,8.1,445.0,22.3,1457.0,,,,,,,5.3,360,1316,3.2,360,1215,1.3,1112.0,320.0,0.8,18.0,1515.0,46.1,6.7,1007.6,1020.0,36,1015.3,1540.0,1018.2,13.2,8.6,,,,,,,,,7.5,3.0,16.8,5.3,,,,,,,,,,,,,,
239,세종,2022-04-19,15.0,6.9,627.0,23.9,1517.0,,,,,,,7.2,290,1644,4.2,320,1606,1.4,1180.0,290.0,-0.5,14.0,1520.0,38.6,6.0,1007.0,1019.4,58,1015.2,1610.0,1017.6,13.3,11.4,,,,,,,,,1.8,0.9,17.4,2.7,,,,,,,,,,,,,,
239,세종,2022-04-20,14.8,6.1,609.0,23.0,1410.0,,,,,,0.0,7.5,140,1544,4.3,140,1552,1.3,,70.0,-0.3,15.0,1723.0,43.5,6.2,1005.6,1018.7,23,1013.4,1559.0,1016.2,13.3,11.7,,,,,,,,,0.1,0.0,18.7,2.3,,,,,,,,,,,,,,
239,세종,2022-04-21,14.3,6.8,555.0,21.4,1409.0,,,,,,,7.0,200,1246,3.7,180,1424,1.1,979.0,160.0,2.5,19.0,1108.0,51.0,7.5,1002.1,1016.0,3,1010.3,1714.0,1012.7,13.4,6.7,,,,,,,,,4.3,2.0,15.6,2.9,,,,,,,,,,,,,,
239,세종,2022-04-22,16.5,10.3,208.0,24.3,1331.0,,,,,,,8.9,250,1044,4.8,200,1137,1.9,1641.0,,10.2,41.0,1330.0,68.9,12.5,1000.6,1013.0,2308,1008.4,1522.0,1011.1,13.4,9.5,,,,,,,,,4.5,2.5,18.7,6.4,,,,,,,,,,,,,,
239,세종,2022-04-23,18.0,11.8,500.0,24.8,1621.0,,,,,,,4.7,320,145,2.7,360,1212,1.1,934.0,290.0,9.4,25.0,1636.0,62.3,11.9,1001.5,1015.0,744,1008.8,1618.0,1011.9,13.4,7.3,,,,,,,,,7.9,1.9,20.4,8.0,,,,,,,,,,,,,,
239,세종,2022-04-24,18.9,13.3,300.0,27.6,1544.0,,,,,,,5.7,320,1158,2.9,320,1215,1.2,1050.0,290.0,11.8,31.0,1502.0,67.9,13.9,1000.8,1013.1,2143,1008.1,1514.0,1011.2,13.5,8.8,,,,,,,,,3.0,2.1,21.9,9.4,,,,,,,,,,,,,,
239,세종,2022-04-25,19.6,14.9,4.0,26.2,1353.0,,0.6,2304.0,1.8,2238.0,3.0,5.5,290,2125,3.9,290,2130,1.1,908.0,180.0,13.5,33.0,1526.0,71.4,15.6,1000.4,1014.1,720,1006.0,2338.0,1010.8,13.5,3.1,,,,,,,,,9.5,3.9,21.4,11.1,,,,,,,,,,,,,,
239,세종,2022-04-26,18.5,15.4,653.0,24.2,1444.0,,1.2,508.0,5.1,457.0,17.0,4.9,50,623,3.4,290,2246,1.4,1226.0,290.0,14.7,55.0,1446.0,80.6,16.8,993.1,1009.2,2400,1001.0,1435.0,1003.4,13.5,2.2,,,,,,,,,8.6,4.9,19.7,12.9,,,,,,,,,,,,,,
239,세종,2022-04-27,17.0,11.5,609.0,23.3,1612.0,,,,,,,5.5,320,522,3.8,320,202,1.5,1334.0,320.0,1.9,16.0,1613.0,38.6,7.1,1004.1,1018.3,2323,1009.2,1.0,1014.7,13.6,11.6,,,,,,,,,2.1,0.3,19.2,6.3,,,,,,,,,,,,,,
239,세종,2022-04-28,17.2,9.2,420.0,25.5,1311.0,,,,,,,5.2,270,1611,3.3,290,1610,1.3,1139.0,290.0,6.8,32.0,1234.0,53.6,9.9,1005.2,1019.6,748,1012.9,1533.0,1015.8,13.6,,,,,,,,,,5.5,2.9,19.5,7.7,,,,,,,,,,,,,,
239,세종,2022-04-29,12.7,9.8,721.0,17.0,1.0,,1.1,215.0,3.7,345.0,12.1,6.0,110,58,4.0,90,40,2.0,1757.0,70.0,7.6,47.0,1.0,72.4,10.5,1005.4,1020.3,2319,1013.0,459.0,1016.1,13.6,1.6,,,,,,,,,7.1,3.9,15.7,10.4,,,,,,,,,,,,,,
239,세종,2022-04-30,12.9,9.0,449.0,18.1,1528.0,,,,,,,5.5,290,1707,3.0,290,1716,1.5,1253.0,290.0,7.0,49.0,1322.0,68.3,10.0,1007.1,1020.6,640,1014.7,1814.0,1017.9,13.7,4.3,,,,,,,,,8.1,5.1,15.4,6.0,,,,,,,,,,,,,,
239,세종,2022-05-01,12.8,5.7,541.0,19.6,1411.0,,,,,,,8.1,290,1421,4.2,290,1446,1.8,1513.0,290.0,1.8,19.0,1639.0,54.4,7.2,1003.4,1017.3,40,1012.1,1557.0,1014.1,13.7,12.1,,,,,,,,,1.5,0.9,17.2,3.5,,,,,,,,,,,,,,
239,세종,2022-05-02,13.0,6.8,546.0,19.9,1142.0,,,,,,,8.9,320,1731,6.0,340,1714,1.8,1512.0,320.0,2.6,19.0,1636.0,54.8,7.6,1003.4,1017.8,2329,1011.8,1556.0,1014.1,13.7,10.6,,,,,,,,,2.5,0.6,16.6,4.4,,,,,,,,,,,,,,
239,세종,2022-05-03,13.4,4.3,615.0,20.7,1441.0,,,,,,,7.7,200,1423,4.1,160,1412,1.2,1063.0,180.0,0.6,23.0,1657.0,46.8,6.5,1008.7,1021.0,811,1017.8,1.0,1019.4,13.8,,,,,,,,,,0.4,0.0,17.5,2.0,,,,,,,,,,,,,,
239,세종,2022-05-04,16.5,7.0,522.0,25.4,1449.0,,,,,,,5.5,250,1425,3.5,230,1104,1.2,1065.0,200.0,2.5,23.0,1054.0,42.3,7.4,1008.9,1020.9,710,1017.2,1607.0,1019.5,13.8,12.1,,,,,,,,,0.0,0.0,19.4,4.0,,,,,,,,,,,,,,
239,세종,2022-05-05,18.0,8.4,526.0,25.9,1444.0,,,,,,,4.6,270,1303,2.6,270,1240,1.0,906.0,290.0,5.9,25.0,1302.0,49.1,9.4,1008.2,1021.0,735,1015.7,1723.0,1018.7,13.8,12.1,,,,,,,,,0.0,0.0,21.2,4.8,,,,,,,,,,,,,,
239,세종,2022-05-06,19.0,11.3,532.0,26.7,1521.0,,,,,,,5.7,20,1303,3.6,320,1904,1.2,1037.0,320.0,10.9,35.0,1331.0,62.9,13.1,1005.9,1018.3,8,1013.7,1710.0,1016.4,13.9,10.0,,,,,,,,,4.1,1.8,22.7,8.1,,,,,,,,,,,,,,
239,세종,2022-05-07,16.9,12.1,2349.0,23.2,1519.0,,,,,,,7.8,320,1150,5.5,340,1603,1.9,1684.0,320.0,7.0,25.0,1756.0,57.6,10.7,1006.9,1019.7,2320,1015.7,1521.0,1017.4,13.9,8.0,,,,,,,,,5.8,3.6,21.9,7.6,,,,,,,,,,,,,,
239,세종,2022-05-08,16.5,11.0,2347.0,23.0,1354.0,,0.4,2315.0,0.8,2309.0,0.7,6.9,70,2232,4.7,320,1657,2.1,1819.0,90.0,5.0,32.0,1355.0,48.5,8.7,1007.6,1021.1,751,1015.4,1611.0,1018.2,13.9,7.0,,,,,,,,,8.6,4.5,21.1,7.3,,,,,,,,,,,,,,
239,세종,2022-05-09,16.3,10.4,146.0,22.8,1442.0,,0.5,54.0,2.0,39.0,3.7,6.5,90,1552,4.0,90,1458,1.8,1564.0,50.0,6.5,29.0,1444.0,56.9,9.8,1007.4,1019.7,856,1015.9,1539.0,1018.0,14.0,8.8,,,,,,,,,5.8,2.6,20.3,9.1,,,,,,,,,,,,,,
239,세종,2022-05-10,18.1,10.8,544.0,25.5,1642.0,,,,,,,7.2,90,1145,4.7,70,1144,1.4,1188.0,90.0,2.1,16.0,1323.0,38.3,7.2,1005.6,1018.9,745,1013.0,1658.0,1016.1,14.0,10.7,,,,,,,,,5.8,3.9,21.9,8.2,,,,,,,,,,,,,,
239,세종,2022-05-11,18.7,13.2,355.0,24.6,1610.0,,,,,,,4.7,320,1317,3.2,320,1839,1.1,960.0,320.0,7.5,37.0,1242.0,48.8,10.4,1004.6,1016.5,716,1013.0,1624.0,1015.0,14.0,5.3,,,,,,,,,8.4,5.6,22.7,10.6,,,,,,,,,,,,,,
239,세종,2022-05-12,19.9,13.7,557.0,27.5,1453.0,,,,,,,4.4,340,17,2.9,340,24,1.1,930.0,290.0,10.3,38.0,1432.0,55.3,12.6,1000.4,1015.4,7,1007.7,1759.0,1010.8,14.0,5.7,,,,,,,,,8.1,3.1,24.5,12.3,,,,,,,,,,,,,,
239,세종,2022-05-13,17.6,14.9,535.0,21.3,1656.0,,,,,,,4.6,290,2236,2.9,320,1745,1.3,1103.0,290.0,9.4,39.0,1837.0,59.6,11.9,997.6,1009.8,2345,1005.9,1631.0,1008.0,14.1,1.3,,,,,,,,,7.1,3.0,20.4,10.9,,,,,,,,,,,,,,
239,세종,2022-05-14,14.9,8.7,520.0,21.2,1212.0,,,,,,,9.1,340,1404,4.7,320,1404,1.8,1594.0,290.0,-0.1,18.0,1642.0,39.3,6.2,1002.5,1016.8,2312,1009.7,7.0,1013.1,14.1,11.6,,,,,,,,,4.6,2.8,20.8,4.5,,,,,,,,,,,,,,
239,세종,2022-05-15,14.5,7.9,531.0,20.9,1401.0,,,,,,,8.0,340,1115,4.6,340,1118,1.8,1587.0,340.0,-0.8,17.0,1549.0,38.5,5.9,1003.9,1017.0,8,1011.9,1703.0,1014.5,14.1,11.7,,,,,,,,,2.0,0.5,21.4,5.0,,,,,,,,,,,,,,
239,세종,2022-05-16,15.7,6.6,533.0,23.8,1447.0,,,,,,,6.5,140,1255,3.8,160,1303,1.2,1079.0,180.0,1.8,24.0,1448.0,41.5,7.0,1001.9,1014.7,10,1009.7,1536.0,1012.5,14.2,12.6,,,,,,,,,0.0,0.0,21.3,2.5,,,,,,,,,,,,,,
239,세종,2022-05-17,19.2,10.2,535.0,26.9,1421.0,,,,,,,6.9,160,1250,3.7,160,1352,1.5,1278.0,180.0,6.9,24.0,1624.0,47.5,10.0,1003.3,1015.7,2351,1011.8,1546.0,1013.7,14.2,12.5,,,,,,,,,0.0,0.0,23.1,5.9,,,,,,,,,,,,,,
239,세종,2022-05-18,20.8,13.4,456.0,26.9,1517.0,,,,,,,7.4,160,1333,4.9,160,1422,2.1,1802.0,180.0,5.6,21.0,1438.0,41.1,9.2,1006.2,1017.9,2227,1014.7,1553.0,1016.6,14.2,11.9,,,,,,,,,1.8,0.3,23.7,9.5,,,,,,,,,,,,,,
239,세종,2022-05-19,19.7,16.0,2356.0,24.3,1605.0,,,,,,,7.2,200,952,3.3,200,959,1.6,1381.0,200.0,2.2,18.0,1652.0,31.9,7.2,1006.7,1018.1,1021,1016.0,1644.0,1017.1,14.2,3.6,,,,,,,,,7.8,2.0,21.2,12.4,,,,,,,,,,,,,,
239,세종,2022-05-20,19.6,13.0,458.0,27.1,1600.0,,,,,,,4.6,20,1210,2.6,140,1121,1.2,1025.0,290.0,8.6,26.0,1618.0,50.9,11.3,1003.2,1016.9,21,1010.4,1806.0,1013.6,14.3,10.4,,,,,,,,,4.3,1.0,24.3,11.0,,,,,,,,,,,,,,
239,세종,2022-05-21,19.6,13.5,523.0,26.8,1437.0,,,,,,,6.1,320,1508,4.0,320,1509,1.3,1154.0,290.0,12.2,39.0,1357.0,65.6,14.2,999.3,1012.4,1,1006.8,1807.0,1009.6,14.3,12.1,,,,,,,,,1.8,0.9,25.1,11.2,,,,,,,,,,,,,,
239,세종,2022-05-22,20.2,14.0,547.0,28.0,1447.0,,,,,,,6.2,290,1538,3.3,180,1604,1.4,1249.0,200.0,13.8,45.0,1407.0,69.3,15.8,997.9,1010.1,2313,1006.1,1457.0,1008.2,14.3,12.5,,,,,,,,,1.3,0.9,25.8,12.0,,,,,,,,,,,,,,
239,세종,2022-05-23,21.8,15.4,537.0,29.8,1443.0,,,,,,,5.1,250,1159,2.8,180,1715,1.1,971.0,180.0,14.4,42.0,1444.0,65.3,16.4,1002.0,1015.6,2352,1010.1,1.0,1012.3,14.3,11.8,,,,,,,,,4.5,1.4,26.8,13.3,,,,,,,,,,,,,,
239,세종,2022-05-24,21.9,13.7,528.0,30.0,1535.0,,,,,,,5.8,340,1240,3.8,320,1846,1.6,1368.0,340.0,10.4,24.0,1502.0,53.5,12.7,1003.6,1016.8,744,1011.0,1707.0,1013.9,14.4,12.9,,,,,,,,,0.0,0.0,27.1,10.5,,,,,,,,,,,,,,
239,세종,2022-05-25,21.0,14.3,500.0,28.4,1302.0,,,,,,,5.4,290,1837,3.5,320,1839,1.3,1135.0,290.0,11.6,36.0,1303.0,57.3,13.7,998.6,1012.7,41,1005.5,1626.0,1008.9,14.4,10.1,,,,,,,,,4.8,2.0,26.3,11.5,,,,,,,,,,,,,,
239,세종,2022-05-26,18.5,12.2,531.0,25.1,1559.0,,2.4,21.0,4.9,12.0,5.0,5.3,290,111,3.0,320,109,1.5,1318.0,290.0,8.5,22.0,1719.0,57.1,11.3,994.7,1007.4,644,1002.4,1724.0,1005.1,14.4,12.8,,,,,,,,,1.5,0.1,24.0,12.0,,,,,,,,,,,,,,
239,세종,2022-05-27,20.4,15.4,18.0,26.6,1405.0,,,,,,,9.6,320,1501,5.5,340,1525,2.2,1893.0,290.0,9.6,29.0,1442.0,52.4,12.0,991.7,1005.2,2306,1000.4,1354.0,1001.9,14.4,12.2,,,,,,,,,1.8,0.1,25.5,12.3,,,,,,,,,,,,,,
239,세종,2022-05-28,22.1,14.5,230.0,29.1,1519.0,,,,,,,6.0,230,1438,3.2,250,1516,1.4,1192.0,200.0,8.3,19.0,1546.0,47.0,11.4,995.8,1008.0,2329,1004.1,123.0,1006.0,14.4,12.8,,,,,,,,,3.9,0.5,26.1,12.7,,,,,,,,,,,,,,
239,세종,2022-05-29,22.5,15.3,502.0,29.2,1608.0,,,,,,,4.6,320,1616,2.8,320,2005,1.2,1009.0,290.0,12.2,31.0,1517.0,54.8,14.3,994.7,1007.7,221,1001.7,1716.0,1005.0,14.5,12.6,,,,,,,,,4.5,1.5,29.2,12.2,,,,,,,,,,,,,,
239,세종,2022-05-30,20.7,17.4,2356.0,26.0,1338.0,,,,,,,6.2,340,2306,3.8,320,2313,1.5,1325.0,320.0,13.5,51.0,1339.0,64.0,15.6,992.3,1005.6,2356,1000.4,1453.0,1002.5,14.5,0.7,,,,,,,,,7.0,5.5,24.8,13.1,,,,,,,,,,,,,,
239,세종,2022-05-31,19.8,11.2,528.0,27.7,1605.0,,,,,,,5.5,140,1424,3.5,160,1404,1.3,1132.0,200.0,5.8,21.0,1812.0,43.6,9.3,997.8,1009.7,2319,1005.6,4.0,1008.2,14.5,12.6,,,,,,,,,1.8,0.5,26.8,7.5,,,,,,,,,,,,,,
239,세종,2022-06-01,22.0,13.8,547.0,30.3,1529.0,,,,,,,5.7,160,1312,3.6,340,532,1.6,1380.0,320.0,4.5,12.0,1543.0,36.0,8.5,996.0,1010.0,608,1002.7,1633.0,1006.2,14.5,13.1,,,,,,,,,1.1,0.6,28.4,11.1,,,,,,,,,,,,,,
239,세종,2022-06-02,21.0,12.6,408.0,29.1,1417.0,,,,,,,5.8,110,1627,3.3,160,1525,1.3,1136.0,290.0,12.6,37.0,1229.0,60.8,14.7,997.3,1009.6,2357,1005.9,1523.0,1007.6,14.5,13.0,,,,,,,,,0.1,0.0,28.8,10.2,,,,,,,,,,,,,,
